pl_name,pl_orbper,pl_orbsmax,st_mass,discoverymethod,disc_year
"Kepler-6 b",3.23469960000,0.0485200000,1.209000,"Transit",2009
"Kepler-257 b",2.38266700000,0.0340000000,,"Transit",2014
"Kepler-216 b",7.69364100000,0.0790000000,,"Transit",2014
"Kepler-32 c",8.75220000000,0.0900000000,0.580000,"Transit",2011
"Kepler-259 c",36.92493100000,0.2170000000,,"Transit",2014
"Kepler-148 c",4.18004300000,0.0500000000,,"Transit",2014
"Kepler-222 d",28.08191200000,0.1800000000,,"Transit",2014
"Kepler-179 b",2.73592600000,0.0360000000,,"Transit",2014
"Kepler-165 c",15.31299000000,0.1100000000,,"Transit",2014
"Kepler-228 c",4.13444400000,0.0520000000,,"Transit",2014
"Kepler-20 c",10.85407740000,0.0936000000,0.929000,"Transit",2011
"Kepler-197 d",15.67756300000,0.1190000000,,"Transit",2014
"K2-270 b",1.54306900000,0.0247000000,0.850000,"Transit",2018
"Kepler-184 d",29.02235800000,0.1790000000,,"Transit",2014
"Kepler-257 d",24.66455100000,0.1600000000,,"Transit",2014
"K2-280 b",19.89526000000,0.1461000000,1.030000,"Transit",2018
"Kepler-222 c",10.08881000000,0.0910000000,,"Transit",2014
"HATS-36 b",4.17518600000,0.0523000000,1.100000,"Transit",2018
"Kepler-229 b",6.25297200000,0.0620000000,,"Transit",2014
"K2-222 b",15.38892740000,0.1186000000,0.940000,"Transit",2018
"K2-216 b",2.17480000000,0.0280000000,0.700000,"Transit",2018
"Kepler-166 c",34.26028100000,0.1950000000,,"Transit",2014
"K2-151 b",3.83547600000,0.0373000000,0.470000,"Transit",2018
"K2-295 b",4.02486700000,0.0451000000,0.740000,"Transit",2018
"K2-283 b",1.92103600000,0.0291000000,0.890000,"Transit",2018
"K2-281 b",8.68772100000,0.0773000000,0.820000,"Transit",2018
"Kepler-197 b",5.59930800000,0.0600000000,,"Transit",2014
"K2-157 b",0.36525750000,0.0096200000,0.890000,"Transit",2018
"K2-158 b",10.06049000000,0.0887000000,0.920000,"Transit",2018
"K2-244 b",21.06884000000,0.1418000000,0.860000,"Transit",2018
"Kepler-108 c",190.32349400000,0.7210000000,,"Transit",2014
"K2-159 b",12.42205000000,0.1013000000,0.900000,"Transit",2018
"K2-162 b",9.45889000000,0.0795000000,0.750000,"Transit",2018
"Kepler-108 b",49.18392100000,0.2920000000,,"Transit",2014
"EPIC 201595106 b",0.87724000000,0.0177000000,0.958000,"Transit",2021
"K2-166 b",8.52695000000,0.0858000000,1.160000,"Transit",2018
"Kepler-9 d",1.59285100000,0.0273000000,1.070000,"Transit",2010
"K2-263 b",50.81917200000,0.2573000000,0.880000,"Transit",2018
"K2-188 b",1.74216900000,0.0289000000,1.060000,"Transit",2018
"Kepler-42 b",1.21376720000,0.0116000000,0.130000,"Transit",2011
"K2-203 b",9.69520000000,0.0824000000,0.793000,"Transit",2018
"K2-204 b",7.05590800000,0.0738000000,1.076000,"Transit",2018
"K2-208 b",4.19097000000,0.0487800000,0.881000,"Transit",2018
"K2-211 b",0.66956100000,0.0141900000,0.851000,"Transit",2018
"K2-224 b",4.47904000000,0.0516000000,0.910000,"Transit",2018
"K2-224 c",10.09489000000,0.0886000000,0.910000,"Transit",2018
"K2-225 b",15.87230000000,0.1409000000,1.482000,"Transit",2018
"K2-226 b",3.27109000000,0.0409500000,0.856000,"Transit",2018
"K2-228 b",2.69828000000,0.0338000000,0.710000,"Transit",2018
"K2-229 c",8.32727000000,0.0769000000,0.870000,"Transit",2018
"K2-230 b",2.86041000000,0.0409000000,1.110000,"Transit",2018
"EPIC 229004835 b",16.14113200000,0.1237000000,0.970000,"Transit",2023
"K2-259 b",15.48043000000,0.1271000000,1.140000,"Transit",2018
"G 9-40 b",5.74599820000,0.0418000000,0.295200,"Transit",2019
"HD 80653 b",0.71957300000,0.0166100000,1.180000,"Transit",2020
"Kepler-21 b",2.78582120000,0.0434000000,1.408000,"Transit",2012
"Kepler-8 b",3.52249910000,0.0474000000,1.213000,"Transit",2010
"KOI-984 b",4.28817850000,0.0504000000,0.928000,"Transit",2022
"Kepler-262 c",21.85372200000,0.1520000000,,"Transit",2014
"Kepler-264 b",40.80623100000,0.2490000000,,"Transit",2014
"HD 73344 b",15.61100000000,0.1310000000,1.200000,"Transit",2024
"Kepler-263 b",16.56808700000,0.1200000000,,"Transit",2014
"Kepler-261 b",10.38122700000,0.0880000000,,"Transit",2014
"Kepler-260 b",8.18739900000,0.0750000000,,"Transit",2014
"Kepler-268 b",25.93413800000,0.1800000000,,"Transit",2014
"Kepler-119 b",2.42208200000,0.0350000000,,"Transit",2014
"11 UMi b",516.21997000000,1.5300000000,2.780000,"Radial Velocity",2009
"14 And b",186.76000000000,0.7750000000,1.780000,"Radial Velocity",2008
"16 Cyg B b",798.50000000000,1.6600000000,1.080000,"Radial Velocity",1996
"18 Del b",982.85000000000,2.4760000000,2.100000,"Radial Velocity",2008
"24 Sex b",452.80000000000,1.3330000000,1.540000,"Radial Velocity",2010
"24 Sex c",883.00000000000,2.0800000000,1.540000,"Radial Velocity",2010
"47 UMa b",1078.00000000000,2.1000000000,1.060000,"Radial Velocity",1996
"47 UMa c",2391.00000000000,3.6000000000,1.060000,"Radial Velocity",2001
"47 UMa d",14002.00000000000,11.6000000000,1.060000,"Radial Velocity",2009
"4 UMa b",270.27000000000,0.8770000000,1.234000,"Radial Velocity",2006
"51 Peg b",4.23079660000,0.0520000000,1.070000,"Radial Velocity",1995
"55 Cnc b",14.65155200000,0.1180000000,1.015000,"Radial Velocity",1996
"55 Cnc c",44.39360000000,0.2470000000,1.015000,"Radial Velocity",2004
"55 Cnc d",4799.00000000000,5.6000000000,1.015000,"Radial Velocity",2002
"55 Cnc e",0.73654740000,0.0154400000,0.905000,"Radial Velocity",2004
"55 Cnc f",260.58000000000,0.8020000000,1.015000,"Radial Velocity",2007
"61 Vir b",4.21500000000,0.0502010000,0.942000,"Radial Velocity",2009
"61 Vir c",38.02100000000,0.2175000000,0.942000,"Radial Velocity",2009
"61 Vir d",123.01000000000,0.4760000000,0.942000,"Radial Velocity",2009
"6 Lyn b",919.86000000000,2.0280000000,1.320000,"Radial Velocity",2008
"70 Vir b",116.68800000000,0.4810000000,1.090000,"Radial Velocity",1996
"7 CMa b",735.10000000000,1.7580000000,1.340000,"Radial Velocity",2011
"81 Cet b",1005.57000000000,2.1040000000,1.230000,"Radial Velocity",2008
"BD-08 2823 b",5.60000000000,0.0600000000,0.500000,"Radial Velocity",2009
"BD-08 2823 c",237.60000000000,0.6800000000,0.740000,"Radial Velocity",2009
"BD-10 3166 b",3.48777000000,0.0400000000,1.470000,"Radial Velocity",2000
"BD+14 4559 b",268.94000000000,0.7800000000,0.490000,"Radial Velocity",2009
"BD+20 2457 b",379.63000000000,1.4500000000,2.800000,"Radial Velocity",2009
"BD+20 2457 c",621.99000000000,2.0100000000,2.800000,"Radial Velocity",2009
"BD+48 738 b",392.60000000000,1.0000000000,0.740000,"Radial Velocity",2011
"bet Pic b",8682.00000000000,10.0700000000,1.789000,"Imaging",2008
"CoRoT-10 b",13.24060000000,0.1055000000,0.890000,"Transit",2010
"CoRoT-11 b",2.99433000000,0.0436000000,1.270000,"Transit",2010
"CoRoT-12 b",2.82804200000,0.0401600000,1.078000,"Transit",2010
"CoRoT-13 b",4.03519000000,0.0510000000,1.090000,"Transit",2010
"CoRoT-14 b",1.51214000000,0.0270000000,1.130000,"Transit",2010
"CoRoT-17 b",3.76810000000,0.0461000000,1.040000,"Transit",2011
"CoRoT-18 b",1.90006930000,0.0295000000,0.950000,"Transit",2011
"CoRoT-19 b",3.89713000000,0.0518000000,1.210000,"Transit",2011
"CoRoT-20 b",9.24285000000,0.0900000000,1.140000,"Transit",2011
"CoRoT-23 b",3.63130000000,0.0480000000,1.140000,"Transit",2011
"CoRoT-2 b",1.74299350000,0.0279800000,0.960000,"Transit",2008
"CoRoT-4 b",9.20205000000,0.0900000000,1.160000,"Transit",2008
"CoRoT-5 b",4.03789620000,0.0494700000,1.000000,"Transit",2009
"CoRoT-6 b",8.88659300000,0.0855000000,1.050000,"Transit",2009
"CoRoT-7 c",3.69800000000,0.0460000000,0.899000,"Radial Velocity",2009
"CoRoT-8 b",6.21229000000,0.0630000000,0.880000,"Transit",2010
"CoRoT-9 b",95.27265600000,0.4021000000,0.960000,"Transit",2009
"DP Leo b",10220.00000000000,8.1900000000,0.690000,"Eclipse Timing Variations",2009
"eps Eri b",2680.00000000000,3.5300000000,0.820000,"Radial Velocity",2000
"eps Tau b",585.82000000000,1.8780000000,2.570000,"Radial Velocity",2006
"gam1 Leo b",428.50000000000,1.1900000000,1.230000,"Radial Velocity",2009
"GJ 1214 b",1.58040453100,0.0150500000,0.182000,"Transit",2009
"GJ 3021 b",133.71000000000,0.4900000000,0.900000,"Radial Velocity",2000
"GJ 317 b",695.69000000000,1.1380000000,0.402000,"Radial Velocity",2007
"GJ 3634 b",2.64561000000,0.0287000000,0.450000,"Radial Velocity",2010
"GJ 433 b",7.37050000000,0.0620000000,0.480000,"Radial Velocity",2013
"GJ 436 b",2.64388312000,0.0291000000,0.470000,"Radial Velocity",2004
"GJ 649 b",600.10000000000,1.1120000000,0.510000,"Radial Velocity",2009
"GJ 667 C c",28.14000000000,0.1250000000,0.330000,"Radial Velocity",2013
"GJ 674 b",4.69380000000,0.0390000000,0.350000,"Radial Velocity",2007
"GJ 676 A b",1051.44521000000,1.7350000000,0.626000,"Radial Velocity",2010
"GJ 832 b",3853.00000000000,3.7000000000,0.450000,"Radial Velocity",2008
"GJ 849 b",1925.31000000000,2.3200000000,0.450000,"Radial Velocity",2006
"GJ 179 b",2288.00000000000,2.4100000000,0.357000,"Radial Velocity",2009
"GJ 581 b",5.36860000000,0.0399000000,0.295000,"Radial Velocity",2005
"GJ 581 c",12.92110000000,0.0718000000,0.295000,"Radial Velocity",2007
"GJ 581 e",3.14810000000,0.0279900000,0.295000,"Radial Velocity",2009
"GJ 86 b",15.76491000000,0.1100000000,0.930000,"Radial Velocity",1999
"GJ 876 b",61.11660000000,0.2083170000,0.320000,"Radial Velocity",1998
"GJ 876 c",30.08810000000,0.1295900000,0.320000,"Radial Velocity",2000
"GJ 876 d",1.93778000000,0.0208066500,0.320000,"Radial Velocity",2005
"GJ 876 e",124.26000000000,0.3343000000,0.320000,"Radial Velocity",2010
"HAT-P-12 b",3.21305980000,0.0384000000,0.733000,"Transit",2009
"Kepler-123 b",17.23236600000,0.1350000000,,"Transit",2014
"HAT-P-17 c",5584.00000000000,5.6000000000,0.920000,"Radial Velocity",2012
"HAT-P-18 b",5.50802300000,0.0559000000,0.770000,"Transit",2010
"HAT-P-19 b",4.00878322000,0.0459900000,0.807000,"Transit",2010
"HAT-P-1 b",4.46529976000,0.0556100000,1.151000,"Transit",2006
"HAT-P-20 b",2.87531700000,0.0361000000,0.756000,"Transit",2010
"HAT-P-23 b",1.21288400000,0.0232000000,1.130000,"Transit",2010
"HAT-P-25 b",3.65281514000,0.0466000000,1.012000,"Transit",2012
"HAT-P-27 b",3.03957700000,0.0400000000,0.916000,"Transit",2011
"HAT-P-28 b",3.25721500000,0.0434000000,1.025000,"Transit",2011
"HAT-P-2 b",5.63351580000,0.0681400000,1.330000,"Transit",2007
"HAT-P-32 b",2.15000820000,0.0339700000,1.132000,"Transit",2011
"HAT-P-34 b",5.45265400000,0.0677400000,1.392000,"Transit",2011
"HAT-P-35 b",3.64670600000,0.0497800000,1.236000,"Transit",2011
"HAT-P-36 b",1.32734683000,0.0241000000,1.030000,"Transit",2011
"HAT-P-37 b",2.79743600000,0.0379000000,0.929000,"Transit",2011
"HAT-P-4 b",3.05653600000,0.0443800000,1.248000,"Transit",2007
"HAT-P-9 b",3.92281072000,0.0528700000,1.281000,"Transit",2008
"HD 100655 b",157.57001000000,0.6800000000,2.280000,"Radial Velocity",2011
"HD 100777 b",383.00000000000,1.0600000000,1.080000,"Radial Velocity",2007
"HD 10180 c",5.75969000000,0.0641200000,1.060000,"Radial Velocity",2010
"HD 10180 d",16.35700000000,0.1285900000,1.060000,"Radial Velocity",2010
"HD 10180 e",49.74800000000,0.2699000000,1.060000,"Radial Velocity",2010
"HD 10180 f",122.74400000000,0.4929000000,1.060000,"Radial Velocity",2010
"HD 10180 g",604.67000000000,1.4270000000,1.060000,"Radial Velocity",2010
"HD 10180 h",2205.00000000000,3.3810000000,1.060000,"Radial Velocity",2010
"HD 101930 b",70.46000000000,0.3000000000,0.570000,"Radial Velocity",2005
"HD 102117 b",20.81330000000,0.1500000000,1.060000,"Radial Velocity",2005
"HD 102195 b",4.11377000000,0.0500000000,0.760000,"Radial Velocity",2006
"Kepler-763 d",6.50327035000,0.0634000000,0.800000,"Transit",2023
"HD 102272 b",127.58000000000,0.5100000000,1.450000,"Radial Velocity",2008
"HD 102329 b",778.09998000000,1.8100000000,3.210000,"Radial Velocity",2011
"HD 102956 b",6.49470000000,0.0807000000,1.660000,"Radial Velocity",2010
"HD 103197 b",47.84000000000,0.2500000000,0.800000,"Radial Velocity",2011
"HD 104067 b",55.85100000000,0.2674000000,0.820000,"Radial Velocity",2011
"HD 104985 b",199.68000000000,0.7150000000,1.220000,"Radial Velocity",2003
"HD 106252 b",1535.00000000000,2.6550000000,1.050000,"Radial Velocity",2002
"HD 106270 b",1888.00000000000,3.3400000000,1.390000,"Radial Velocity",2011
"HD 10647 b",989.20000000000,2.0150000000,1.110000,"Radial Velocity",2006
"HD 10697 b",1075.37990000000,2.0510000000,0.990000,"Radial Velocity",1999
"HD 107148 b",48.05600000000,0.2690000000,1.120000,"Radial Velocity",2005
"HD 108147 b",10.89850000000,0.1020000000,1.220000,"Radial Velocity",2002
"HD 108863 b",437.70000000000,1.3200000000,1.590000,"Radial Velocity",2011
"HD 108874 b",394.48123000000,1.0400000000,1.100000,"Radial Velocity",2002
"HD 108874 c",1624.00000000000,2.6590000000,0.950000,"Radial Velocity",2005
"HD 109246 b",68.27000000000,0.3300000000,1.200000,"Radial Velocity",2010
"HD 109749 b",5.23989100000,0.0615000000,1.130000,"Radial Velocity",2005
"HD 110014 b",835.47700000000,2.1400000000,2.170000,"Radial Velocity",2009
"HD 111232 b",1169.13202000000,2.1480000000,0.960000,"Radial Velocity",2003
"HD 113538 b",663.20000000000,1.2400000000,0.585000,"Radial Velocity",2010
"HD 113538 c",1818.00000000000,2.4400000000,0.585000,"Radial Velocity",2010
"HD 114386 b",937.70001000000,1.7300000000,0.600000,"Radial Velocity",2003
"HD 114729 b",1121.79000000000,2.0670000000,0.936000,"Radial Velocity",2002
"HD 114783 b",493.70000000000,1.1600000000,0.853000,"Radial Velocity",2001
"HD 11506 b",1617.70000000000,2.8850000000,1.220000,"Radial Velocity",2007
"HD 11506 c",223.92000000000,0.7710000000,1.220000,"Radial Velocity",2008
"HD 116029 b",670.00000000000,1.6500000000,0.830000,"Radial Velocity",2011
"HD 117207 b",2621.75000000000,3.7870000000,1.053000,"Radial Velocity",2004
"HD 117618 b",25.80000000000,0.1800000000,1.077000,"Radial Velocity",2004
"HD 118203 b",6.13497790000,0.0713000000,1.270000,"Radial Velocity",2005
"HD 11964 b",1945.00000000000,3.1600000000,0.910000,"Radial Velocity",2005
"HD 11964 c",37.91000000000,0.2290000000,0.910000,"Radial Velocity",2008
"HD 11977 b",711.00000000000,1.9300000000,1.910000,"Radial Velocity",2005
"HD 121504 b",63.33000000000,0.3300000000,1.620000,"Radial Velocity",2003
"HD 125595 b",9.67370000000,0.0800000000,0.290000,"Radial Velocity",2011
"HD 125612 b",557.69994000000,1.3490000000,1.050000,"Radial Velocity",2007
"HD 125612 c",4.15466000000,0.0510000000,1.050000,"Radial Velocity",2009
"HD 125612 d",2822.72698000000,3.9820000000,1.050000,"Radial Velocity",2009
"HD 126525 b",960.41000000000,1.8370000000,0.897000,"Radial Velocity",2018
"HD 126614 b",1257.25303000000,2.2490000000,0.960000,"Radial Velocity",2009
"HD 12661 b",262.70862000000,0.8400000000,1.200000,"Radial Velocity",2000
"HD 12661 c",1708.00000000000,2.8145000000,1.020000,"Radial Velocity",2002
"HD 128311 b",453.01900000000,1.0840000000,0.828000,"Radial Velocity",2002
"HD 128311 c",921.53800000000,1.7400000000,0.828000,"Radial Velocity",2005
"HD 129445 b",1840.00000000000,2.9000000000,0.990000,"Radial Velocity",2009
"HD 130322 b",10.70871000000,0.0925000000,0.920000,"Radial Velocity",1999
"HD 131496 b",896.00000000000,2.0100000000,1.340000,"Radial Velocity",2011
"HD 13189 b",471.60001000000,1.2500000000,2.240000,"Radial Velocity",2005
"HD 132563 b",1544.00000000000,2.6200000000,1.231000,"Radial Velocity",2011
"HD 134060 b",3.26960000000,0.0444000000,1.095000,"Radial Velocity",2019
"HD 134060 c",1291.56460000000,2.3928000000,1.095000,"Radial Velocity",2019
"HD 134987 b",258.17999000000,0.8100000000,1.100000,"Radial Velocity",1999
"HD 134987 c",5000.00000000000,5.8000000000,1.100000,"Radial Velocity",2009
"HD 136352 b",11.57797000000,0.0964000000,0.870000,"Radial Velocity",2019
"HD 136352 c",27.59221000000,0.1721000000,0.870000,"Radial Velocity",2019
"HD 136352 d",107.24500000000,0.4250000000,0.870000,"Radial Velocity",2019
"Kepler-112 b",8.40887800000,0.0760000000,,"Transit",2014
"HD 136418 b",464.29999000000,1.2900000000,1.480000,"Radial Velocity",2009
"HD 137388 b",330.00000000000,0.8900000000,0.680000,"Radial Velocity",2011
"HD 13808 b",14.18150000000,0.1051900000,0.771000,"Radial Velocity",2021
"HD 13808 c",53.75300000000,0.2554000000,0.771000,"Radial Velocity",2021
"HD 13931 b",4218.00000000000,5.1500000000,1.300000,"Radial Velocity",2009
"HD 139357 b",1124.79139000000,2.9490000000,2.690000,"Radial Velocity",2008
"HD 141937 b",662.37000000000,1.5400000000,1.090000,"Radial Velocity",2002
"HD 142022 A b",1928.00000000000,2.9300000000,0.900000,"Radial Velocity",2005
"HD 142245 b",1299.00000000000,2.7800000000,3.500000,"Radial Velocity",2011
"HD 142415 b",386.29999000000,1.0600000000,1.070000,"Radial Velocity",2003
"Kepler-267 b",3.35372800000,0.0370000000,,"Transit",2014
"HD 142 b",351.43394000000,1.0390000000,1.210000,"Radial Velocity",2001
"HD 143361 b",1039.15000000000,1.9880000000,0.968000,"Radial Velocity",2008
"HD 145377 b",103.95000000000,0.4500000000,1.200000,"Radial Velocity",2008
"HD 145457 b",176.13000000000,0.7620000000,1.900000,"Radial Velocity",2010
"HD 1461 b",5.77152000000,0.0634000000,1.020000,"Radial Velocity",2010
"HD 1461 c",13.50520000000,0.1117000000,1.020000,"Radial Velocity",2015
"HD 147018 b",44.23600000000,0.2388000000,0.927000,"Radial Velocity",2009
"HD 147018 c",1008.00000000000,1.9220000000,0.927000,"Radial Velocity",2009
"HD 147513 b",528.40000000000,1.3200000000,1.110000,"Radial Velocity",2003
"HD 148156 b",1027.00000000000,2.4500000000,1.220000,"Radial Velocity",2009
"HD 148427 b",331.90000000000,1.1100000000,1.640000,"Radial Velocity",2009
"HD 149143 b",4.07182000000,0.0530000000,1.200000,"Radial Velocity",2005
"HD 1502 b",428.50000000000,1.2620000000,1.460000,"Radial Velocity",2011
"HD 152079 b",2918.92000000000,4.1870000000,1.147000,"Radial Velocity",2009
"HD 152581 b",686.50000000000,1.6600000000,1.300000,"Radial Velocity",2011
"HD 153950 b",499.39999000000,1.2800000000,1.250000,"Radial Velocity",2008
"HD 154345 b",3280.00000000000,4.1580000000,0.890000,"Radial Velocity",2006
"HD 154672 b",163.94000000000,0.6000000000,1.180000,"Radial Velocity",2008
"HD 154857 b",408.60001000000,1.2900000000,1.960000,"Radial Velocity",2004
"HD 155358 b",194.30000000000,0.6300000000,1.150000,"Radial Velocity",2007
"HD 155358 c",391.90000000000,1.0200000000,0.920000,"Radial Velocity",2007
"HD 156279 b",133.40355000000,0.5020000000,0.940000,"Radial Velocity",2011
"HD 156411 b",842.20000000000,1.8800000000,1.250000,"Radial Velocity",2009
"HD 156668 b",4.64550000000,0.0500000000,0.772000,"Radial Velocity",2010
"HD 156846 b",359.51001000000,1.1200000000,1.380000,"Radial Velocity",2007
"HD 158038 b",521.00000000000,1.5000000000,1.300000,"Radial Velocity",2011
"HD 159868 b",1184.10000000000,2.3200000000,1.190000,"Radial Velocity",2006
"HD 16141 b",75.52300000000,0.3600000000,1.110000,"Radial Velocity",2000
"HD 16175 b",990.00000000000,2.1200000000,1.630000,"Radial Velocity",2009
"HD 162020 b",8.42820000000,0.0800000000,0.420000,"Radial Velocity",2002
"HD 163607 b",75.22030000000,0.3620000000,1.120000,"Radial Velocity",2012
"HD 163607 c",1272.00000000000,2.3900000000,1.120000,"Radial Velocity",2012
"HD 16417 b",17.24000000000,0.1400000000,1.200000,"Radial Velocity",2008
"HD 164509 b",280.17000000000,0.8700000000,1.120000,"Radial Velocity",2012
"HD 164604 b",653.90000000000,1.3620000000,0.770000,"Radial Velocity",2009
"HD 164922 b",1207.00000000000,2.1600000000,0.926000,"Radial Velocity",2005
"HD 167042 b",417.67000000000,1.2200000000,1.390000,"Radial Velocity",2007
"HD 168443 b",58.11187000000,0.2920000000,0.980000,"Radial Velocity",1998
"HD 168443 c",1753.10960000000,2.8420000000,0.980000,"Radial Velocity",2000
"HD 168746 b",6.40400000000,0.0700000000,1.070000,"Radial Velocity",2002
"HD 1690 b",533.00000000000,1.3600000000,1.860000,"Radial Velocity",2010
"HD 169830 b",225.67372000000,0.7650000000,1.170000,"Radial Velocity",2000
"HD 169830 c",1818.82339000000,3.0750000000,1.170000,"Radial Velocity",2003
"HD 170469 b",1145.00000000000,2.2400000000,1.100000,"Radial Velocity",2007
"HD 17092 b",359.89999000000,1.3100000000,6.730000,"Radial Velocity",2007
"HD 171028 b",550.00000000000,1.3200000000,1.530000,"Radial Velocity",2007
"HD 171238 b",1515.00000000000,2.5180000000,0.920000,"Radial Velocity",2009
"HD 17156 b",21.21642940000,0.1632000000,1.285000,"Radial Velocity",2007
"HD 173416 b",322.03000000000,1.1580000000,2.000000,"Radial Velocity",2008
"HD 175541 b",298.43000000000,0.9750000000,1.390000,"Radial Velocity",2007
"HD 177830 b",410.10001000000,1.1400000000,1.700000,"Radial Velocity",1999
"HD 177830 c",110.90000000000,0.5137000000,1.470000,"Radial Velocity",2010
"HD 178911 B b",71.48400000000,0.3400000000,1.240000,"Radial Velocity",2001
"HD 179079 b",14.47900000000,0.1214000000,1.140000,"Radial Velocity",2008
"HD 179949 b",3.09251400000,0.0443000000,1.210000,"Radial Velocity",2000
"HD 180902 b",510.90000000000,1.4000000000,1.410000,"Radial Velocity",2009
"HD 181342 b",564.10000000000,1.5920000000,1.690000,"Radial Velocity",2009
"HD 181433 b",9.37450000000,0.0828000000,0.860000,"Radial Velocity",2008
"HD 181433 c",1018.50000000000,1.8850000000,0.860000,"Radial Velocity",2008
"HD 181433 d",6896.10000000000,6.7400000000,0.860000,"Radial Velocity",2008
"HD 181720 b",956.00000000000,1.8500000000,1.030000,"Radial Velocity",2009
"HD 183263 b",624.87404000000,1.4600000000,1.060000,"Radial Velocity",2004
"HD 183263 c",4667.97841000000,5.5850000000,1.060000,"Radial Velocity",2008
"HD 185269 b",6.83776000000,0.0770000000,1.300000,"Radial Velocity",2006
"HD 187085 b",1019.74000000000,2.1000000000,1.189000,"Radial Velocity",2006
"HD 187123 b",3.09658280000,0.0426000000,1.040000,"Radial Velocity",1998
"HD 187123 c",3810.00000000000,4.8900000000,1.040000,"Radial Velocity",2008
"HD 18742 b",766.00000000000,1.8200000000,1.360000,"Radial Velocity",2011
"HD 188015 b",461.20000000000,1.2030000000,1.090000,"Radial Velocity",2004
"HD 190360 b",2887.50000000000,3.9650000000,0.996000,"Radial Velocity",2003
"HD 190360 c",17.11625000000,0.1298000000,0.996000,"Radial Velocity",2005
"HD 190647 b",1176.45000000000,2.2310000000,1.069000,"Radial Velocity",2007
"HD 190984 b",4885.00000000000,5.5000000000,0.910000,"Radial Velocity",2009
"HD 192263 b",24.35560000000,0.1500000000,0.660000,"Radial Velocity",1999
"HD 192310 b",74.72000000000,0.3200000000,0.800000,"Radial Velocity",2011
"HD 192310 c",525.80000000000,1.1800000000,0.800000,"Radial Velocity",2011
"HD 192699 b",340.94000000000,1.0630000000,1.380000,"Radial Velocity",2007
"HD 195019 b",18.20132000000,0.1400000000,1.210000,"Radial Velocity",1998
"HD 196050 b",1392.00000000000,2.6500000000,1.270000,"Radial Velocity",2002
"HD 196885 A b",1333.00000000000,2.3700000000,1.280000,"Radial Velocity",2007
"HD 197037 b",1035.70000000000,2.0700000000,1.110000,"Radial Velocity",2012
"HD 19994 b",466.20000000000,1.3050000000,1.365000,"Radial Velocity",2003
"HD 20003 b",11.84820000000,0.0974000000,0.875000,"Radial Velocity",2019
"HD 20003 c",33.92390000000,0.1964000000,0.875000,"Radial Velocity",2019
"HD 200964 b",606.30000000000,1.5650000000,1.390000,"Radial Velocity",2010
"HD 200964 c",852.50000000000,1.9600000000,1.390000,"Radial Velocity",2010
"HD 202206 c",1260.00000000000,2.4100000000,1.070000,"Radial Velocity",2004
"HD 2039 b",1120.00000000000,2.2000000000,1.230000,"Radial Velocity",2002
"HD 204313 b",2041.11539000000,3.1850000000,1.030000,"Radial Velocity",2010
"HD 204313 c",34.95875000000,0.2110000000,1.030000,"Radial Velocity",2015
"HD 204941 b",1733.00000000000,2.5500000000,0.580000,"Radial Velocity",2011
"HD 205739 b",279.80000000000,0.8960000000,1.220000,"Radial Velocity",2008
"HD 206610 b",673.20000000000,1.7400000000,1.550000,"Radial Velocity",2009
"HD 20781 b",5.31350000000,0.0529000000,0.700000,"Radial Velocity",2019
"HD 20781 c",13.89050000000,0.1004000000,0.700000,"Radial Velocity",2019
"HD 20782 b",597.06430000000,1.3649000000,1.040000,"Radial Velocity",2006
"HD 20794 b",18.31400000000,0.1257000000,0.790000,"Radial Velocity",2011
"HD 20794 d",89.68000000000,0.3625000000,0.790000,"Radial Velocity",2011
"HD 208487 b",129.36000000000,0.5300000000,1.150000,"Radial Velocity",2004
"HD 20868 b",380.85001000000,0.9500000000,0.390000,"Radial Velocity",2008
"HD 210277 b",442.19000000000,1.1300000000,1.010000,"Radial Velocity",1998
"HD 210702 b",355.50000000000,1.0790000000,1.330000,"Radial Velocity",2007
"HD 212301 b",2.24571000000,0.0300000000,1.550000,"Radial Velocity",2005
"HD 212771 b",380.70000000000,1.1900000000,1.560000,"Radial Velocity",2009
"HD 213240 b",882.70001000000,1.8900000000,1.570000,"Radial Velocity",2001
"HD 215152 b",5.75999000000,0.0576380000,0.770000,"Radial Velocity",2018
"HD 215152 c",7.28243000000,0.0673930000,0.770000,"Radial Velocity",2018
"HD 215497 b",3.93404000000,0.0500000000,0.670000,"Radial Velocity",2009
"HD 215497 c",566.00000000000,1.3100000000,0.920000,"Radial Velocity",2009
"HD 216435 b",1311.00000000000,2.5600000000,1.300000,"Radial Velocity",2002
"HD 216437 b",1359.00000000000,2.5700000000,1.220000,"Radial Velocity",2002
"HD 216770 b",118.45000000000,0.4600000000,0.740000,"Radial Velocity",2003
"HD 21693 b",22.67860000000,0.1455000000,0.800000,"Radial Velocity",2019
"HD 21693 c",53.73570000000,0.2586000000,0.800000,"Radial Velocity",2019
"HD 217107 b",7.12701660000,0.0735900000,1.045000,"Radial Velocity",1998
"HD 217107 c",5138.70000000000,5.9220000000,1.045000,"Radial Velocity",2005
"HD 217786 b",1301.36009000000,2.4460000000,1.140000,"Radial Velocity",2011
"HD 218566 b",225.70000000000,0.6900000000,0.760000,"Radial Velocity",2010
"91 Aqr b",181.40000000000,0.7000000000,1.400000,"Radial Velocity",2013
"HD 219828 b",3.83483000000,0.0490000000,1.040000,"Radial Velocity",2007
